+1.50543E-1	+9.47882E-2	+1.33793E-1
+1.47034E-1	+9.31724E-2	+1.31510E-1
+1.47202E-1	+9.45437E-2	+1.33410E-1
+1.47476E-1	+9.38805E-2	+1.32489E-1
+1.46347E-1	+9.20772E-2	+1.29940E-1
+1.42731E-1	+9.17230E-2	+1.29421E-1
+1.43829E-1	+9.01187E-2	+1.27163E-1
+1.32904E-1	+8.32059E-2	+1.17353E-1
+1.35925E-1	+8.61069E-2	+1.21489E-1
+1.33667E-1	+8.42143E-2	+1.18803E-1
+1.29868E-1	+8.16777E-2	+1.15182E-1
+1.25168E-1	+7.76001E-2	+1.09467E-1
+1.18439E-1	+7.44270E-2	+1.04983E-1
+1.14670E-1	+7.04654E-2	+9.93325E-2
+1.07986E-1	+6.70867E-2	+9.45949E-2
+1.05713E-1	+6.26671E-2	+8.82982E-2
+9.61914E-2	+5.86244E-2	+8.25765E-2
+9.25751E-2	+5.46110E-2	+7.68810E-2
+8.41522E-2	+4.94130E-2	+6.95107E-2
+7.74078E-2	+4.49813E-2	+6.32348E-2
+6.97479E-2	+3.95259E-2	+5.55013E-2
+6.61316E-2	+3.65121E-2	+5.12088E-2
+5.62744E-2	+2.97932E-2	+4.16359E-2
+5.00946E-2	+2.50391E-2	+3.48260E-2
+4.27399E-2	+2.01360E-2	+2.77768E-2
+3.36609E-2	+1.49553E-2	+2.02132E-2
+2.88544E-2	+1.06275E-2	+1.37014E-2
+2.34680E-2	+7.56403E-3	+8.74220E-3
+2.31781E-2	+7.32057E-3	+8.28723E-3
+2.82288E-2	+1.04327E-2	+1.33406E-2
+3.36914E-2	+1.38543E-2	+1.85845E-2
+4.16718E-2	+2.03096E-2	+2.80162E-2
+5.11017E-2	+2.55237E-2	+3.55109E-2
+5.78156E-2	+3.01536E-2	+4.21203E-2
+6.51703E-2	+3.55957E-2	+4.99082E-2
+7.25861E-2	+3.97338E-2	+5.57884E-2
+7.83386E-2	+4.47005E-2	+6.28413E-2
+8.75244E-2	+4.97234E-2	+6.99453E-2
+9.00574E-2	+5.38314E-2	+7.57724E-2
+9.84955E-2	+5.89899E-2	+8.31048E-2
+1.03012E-1	+6.31736E-2	+8.90289E-2
+1.11740E-1	+6.75089E-2	+9.51679E-2
+1.14273E-1	+7.00207E-2	+9.86923E-2
+1.17920E-1	+7.33092E-2	+1.03348E-1
+1.23901E-1	+7.69803E-2	+1.08564E-1
+1.24573E-1	+7.78732E-2	+1.09817E-1
+1.28784E-1	+8.08396E-2	+1.14017E-1
+1.33118E-1	+8.37335E-2	+1.18119E-1
+1.35574E-1	+8.48044E-2	+1.19638E-1
+1.38733E-1	+8.74882E-2	+1.23380E-1
+1.39359E-1	+8.69148E-2	+1.22560E-1
+1.41998E-1	+8.82824E-2	+1.24469E-1
+1.43570E-1	+9.09880E-2	+1.28362E-1
+1.42517E-1	+8.93740E-2	+1.26069E-1
