+2.27554E-1	+1.30496E-1	+1.68028E-1
+2.31934E-1	+1.51278E-1	+2.13164E-1
+2.32407E-1	+1.51498E-1	+2.13437E-1
+2.32925E-1	+1.52623E-1	+2.15092E-1
+2.35352E-1	+1.53564E-1	+2.16482E-1
+2.33948E-1	+1.51798E-1	+2.13883E-1
+2.38266E-1	+1.55920E-1	+2.19694E-1
+2.40738E-1	+1.57307E-1	+2.21859E-1
+2.38586E-1	+1.56134E-1	+2.20065E-1
+2.43713E-1	+1.58301E-1	+2.23194E-1
+2.43530E-1	+1.57075E-1	+2.21441E-1
+2.40524E-1	+1.56899E-1	+2.21189E-1
+2.42767E-1	+1.58324E-1	+2.23193E-1
+2.40051E-1	+1.57993E-1	+2.22742E-1
+2.41791E-1	+1.59545E-1	+2.24928E-1
+2.44232E-1	+1.59936E-1	+2.25565E-1
+2.42249E-1	+1.58663E-1	+2.23769E-1
+2.43698E-1	+1.59007E-1	+2.24117E-1
+2.41852E-1	+1.59079E-1	+2.24125E-1
+2.41776E-1	+1.58995E-1	+2.24026E-1
+2.43088E-1	+1.59346E-1	+2.24592E-1
+2.41882E-1	+1.59362E-1	+2.24453E-1
+2.44400E-1	+1.59979E-1	+2.25403E-1
+2.42935E-1	+1.60223E-1	+2.25717E-1
+2.42401E-1	+1.60450E-1	+2.26042E-1
+2.45667E-1	+1.61300E-1	+2.27242E-1
+2.46017E-1	+1.61475E-1	+2.27482E-1
+2.46368E-1	+1.62226E-1	+2.28678E-1
+2.48367E-1	+1.63479E-1	+2.30336E-1
+2.46292E-1	+1.62596E-1	+2.29080E-1
+2.46597E-1	+1.63798E-1	+2.30764E-1
+2.47223E-1	+1.64693E-1	+2.32120E-1
+2.47330E-1	+1.62642E-1	+2.29136E-1
+2.49710E-1	+1.64594E-1	+2.32027E-1
+2.50687E-1	+1.66233E-1	+2.34262E-1
+2.50458E-1	+1.66116E-1	+2.34228E-1
+2.51892E-1	+1.66533E-1	+2.34752E-1
+2.52655E-1	+1.67095E-1	+2.35477E-1
+2.53372E-1	+1.68486E-1	+2.37494E-1
+2.52777E-1	+1.67800E-1	+2.36572E-1
+2.54654E-1	+1.68268E-1	+2.36996E-1
+2.53952E-1	+1.68539E-1	+2.37591E-1
+2.55005E-1	+1.69157E-1	+2.38459E-1
+2.55051E-1	+1.69145E-1	+2.38299E-1
+2.55386E-1	+1.70033E-1	+2.39646E-1
+2.55188E-1	+1.68369E-1	+2.37322E-1
+2.55249E-1	+1.70105E-1	+2.39719E-1
+2.56134E-1	+1.70982E-1	+2.41104E-1
+2.56790E-1	+1.70392E-1	+2.40175E-1
+2.58438E-1	+1.70920E-1	+2.40794E-1
+2.55096E-1	+1.69933E-1	+2.39454E-1
+2.57767E-1	+1.70352E-1	+2.40162E-1
+2.56373E-1	+1.71305E-1	+2.38779E-1
+2.55997E-1	+1.69638E-1	+2.38969E-1
