+2.47284E-1	+1.45395E-1	+1.87275E-1
+2.47665E-1	+1.62315E-1	+2.28149E-1
+2.38220E-1	+1.56011E-1	+2.19493E-1
+2.14294E-1	+1.42257E-1	+2.00031E-1
+1.94061E-1	+1.26854E-1	+1.78388E-1
+1.83136E-1	+1.19715E-1	+1.68308E-1
+1.66595E-1	+1.07472E-1	+1.51077E-1
+1.43997E-1	+9.19304E-2	+1.29139E-1
+1.29349E-1	+8.06676E-2	+1.13294E-1
+1.03500E-1	+6.50061E-2	+9.12734E-2
+8.44116E-2	+5.02638E-2	+7.04399E-2
+6.48346E-2	+3.67895E-2	+5.12918E-2
+3.97339E-2	+1.93807E-2	+2.66262E-2
+3.30505E-2	+1.28012E-2	+1.69768E-2
+3.40424E-2	+1.45230E-2	+1.95534E-2
+3.59955E-2	+1.46379E-2	+1.97135E-2
+5.28412E-2	+2.88313E-2	+4.01204E-2
+7.33032E-2	+4.24176E-2	+5.93384E-2
+9.51080E-2	+5.84676E-2	+8.20569E-2
+1.17172E-1	+7.30323E-2	+1.02557E-1
+1.19873E-1	+7.55155E-2	+1.06152E-1
+1.35864E-1	+8.64690E-2	+1.21511E-1
+1.54678E-1	+9.86731E-2	+1.38585E-1
+1.68518E-1	+1.09660E-1	+1.54053E-1
+1.79184E-1	+1.17661E-1	+1.65202E-1
+1.89667E-1	+1.21614E-1	+1.70843E-1
+1.97662E-1	+1.29617E-1	+1.82458E-1
+2.07870E-1	+1.34625E-1	+1.89098E-1
+2.18964E-1	+1.40561E-1	+1.97471E-1
+2.15088E-1	+1.42486E-1	+2.00415E-1
+2.09412E-1	+1.36570E-1	+1.91694E-1
+2.16003E-1	+1.40300E-1	+1.97212E-1
+2.14264E-1	+1.38551E-1	+1.94599E-1
+2.12616E-1	+1.38410E-1	+1.94406E-1
+1.98517E-1	+1.29427E-1	+1.81762E-1
+1.83517E-1	+1.20168E-1	+1.68667E-1
+1.65512E-1	+1.07597E-1	+1.50958E-1
+1.58447E-1	+1.00439E-1	+1.40969E-1
+1.35513E-1	+8.60098E-2	+1.20740E-1
+1.18759E-1	+7.48605E-2	+1.04987E-1
+9.37195E-2	+5.72485E-2	+8.02215E-2
+7.42035E-2	+4.25000E-2	+5.94785E-2
+5.55267E-2	+2.87783E-2	+3.99466E-2
+3.41644E-2	+1.51150E-2	+2.03389E-2
+3.21808E-2	+1.33383E-2	+1.77737E-2
+5.05371E-2	+2.57360E-2	+3.56415E-2
+6.88477E-2	+3.95542E-2	+5.52762E-2
+9.05304E-2	+5.43532E-2	+7.60983E-2
+1.11649E-1	+6.99211E-2	+9.80753E-2
+1.29578E-1	+8.18830E-2	+1.14779E-1
+1.50818E-1	+9.67564E-2	+1.35885E-1
+1.67221E-1	+1.07749E-1	+1.51353E-1
+1.81061E-1	+1.17484E-1	+1.65100E-1
+1.92963E-1	+1.26005E-1	+1.77070E-1
+2.02957E-1	+1.32151E-1	+1.85621E-1
+2.09808E-1	+1.38596E-1	+1.94774E-1
+2.09550E-1	+1.45280E-1	+1.97737E-1
