0,1342,37,67.1
10,795,28,39.75
20,496,22,24.8
30,328,18,16.4
40,270,16,13.5
50,207,14,10.35
60,145,12,7.25
70,117,11,5.85
80,90,9,4.5
90,73,9,3.65
